blueprint_id,name,category,share_type,classification,status,task_id,linear_id,week,type,platform_url,linear_url,owner,description
550b697f-1087-47bd-b739-d69b0123b195,Open Deep Research Synthesis,Research,public,showcase,done,BP-080,7072b77b-18e1-4cc2-9a92-f4a5f56ef975,,showcase,https://studio.lyzr.ai/lyzr-manager?blueprint=550b697f-1087-47bd-b739-d69b0123b195,https://linear.app/lyzr/issue/7072b77b-18e1-4cc2-9a92-f4a5f56ef975,mine,"Multi-perspective research system inspired by Stanford Storm with specialized research agents

**Problem:** Complex research topics require multiple viewpoints and source types to reach accurate concl"
50ca9ef6-e2f6-4871-8fcd-62670c693f01,Insurance Claim Intake Processor,finance,public,planned,done,BP-058,071d6abd-0512-445e-9c3b-76e1f235e041,week-7,usecase,https://studio.lyzr.ai/lyzr-manager?blueprint=50ca9ef6-e2f6-4871-8fcd-62670c693f01,https://linear.app/lyzr/issue/071d6abd-0512-445e-9c3b-76e1f235e041,mine,"Automates insurance claim intake with document extraction, policy verification, fraud detection, and intelligent routing for efficient claims processing."
dd17fc34-9614-4947-801f-c72ece2ffa30,Purchase Order Validation Bot,finance,public,planned,done,,ffde6717-d038-40f1-96fb-b6530c5cf215,,usecase,https://studio.lyzr.ai/lyzr-manager?blueprint=dd17fc34-9614-4947-801f-c72ece2ffa30,https://linear.app/lyzr/issue/ffde6717-d038-40f1-96fb-b6530c5cf215,mine,"Automates purchase order validation by checking data completeness, verifying business rule compliance, and routing to appropriate approvers based on amount and category thresholds."
9501387b-bf93-4f09-9625-96c6ca791174,RFP Response Document Drafter,legal,public,planned,done,,1e353563-80ab-4a32-8940-36ade7ad77a3,,usecase,https://studio.lyzr.ai/lyzr-manager?blueprint=9501387b-bf93-4f09-9625-96c6ca791174,https://linear.app/lyzr/issue/1e353563-80ab-4a32-8940-36ade7ad77a3,mine,"Multi-agent system that automates RFP response by analyzing requirements, matching capabilities, drafting persuasive content, and ensuring compliance for competitive proposals."
b0cf6be5-9360-4c4c-bfe8-46a22c9fe815,Pipeline Revenue Forecast Generator,sales,public,planned,done,,106f0e9c-f96e-47ef-9468-9206b20d40f7,,usecase,https://studio.lyzr.ai/lyzr-manager?blueprint=b0cf6be5-9360-4c4c-bfe8-46a22c9fe815,https://linear.app/lyzr/issue/106f0e9c-f96e-47ef-9468-9206b20d40f7,mine,"Generates revenue forecasts from sales pipeline data by analyzing deal health, calculating time-based projections, identifying risks, and providing actionable recommendations to improve forecast accur"
7baa4281-5ad9-4c48-9a60-d4ca62c94be6,Customer Service Call QA Scorer,customer,public,planned,done,,4340bf85-75b4-44d4-a472-5ec5120c35a2,,usecase,https://studio.lyzr.ai/lyzr-manager?blueprint=7baa4281-5ad9-4c48-9a60-d4ca62c94be6,https://linear.app/lyzr/issue/4340bf85-75b4-44d4-a472-5ec5120c35a2,mine,"Analyzes customer service call transcripts and provides comprehensive quality scoring across six dimensions including greeting quality, problem resolution, communication clarity, empathy, compliance a"
8b121bb8-fed6-47b8-8f45-9508cf088e37,SaaS Vendor Comparison Analyst,finance,public,planned,done,,f3aa8a85-7efd-45d9-b474-de145dae761c,,usecase,https://studio.lyzr.ai/lyzr-manager?blueprint=8b121bb8-fed6-47b8-8f45-9508cf088e37,https://linear.app/lyzr/issue/f3aa8a85-7efd-45d9-b474-de145dae761c,mine,"Technology procurement assistant that evaluates and compares SaaS vendors across functionality, pricing, ease of use, integration, support, and security. Produces detailed comparison matrices with sco"
e7c2fccc-9c90-4848-b746-ee67b87a0df6,Employee Policy Q&A Assistant,people,public,planned,done,,e430798e-bf80-40bf-a88f-5b72740b8040,,usecase,https://studio.lyzr.ai/lyzr-manager?blueprint=e7c2fccc-9c90-4848-b746-ee67b87a0df6,https://linear.app/lyzr/issue/e430798e-bf80-40bf-a88f-5b72740b8040,mine,"HR policy chatbot that answers employee questions about leave, benefits, compensation, workplace conduct, and company procedures. Provides accurate, context-aware responses based on policy documentati"
35c69447-9459-45f8-bdd5-c8fd2e2889fa,Daily News Digest ,content-creation,public,planned,done,BP-081,2468af26-6c0d-4462-95d3-1da501bbc2a4,,usecase,https://studio.lyzr.ai/lyzr-manager?blueprint=35c69447-9459-45f8-bdd5-c8fd2e2889fa,https://linear.app/lyzr/issue/2468af26-6c0d-4462-95d3-1da501bbc2a4,mine,"AI-powered news curation system that tracks companies and topics, generates optimized search queries, researches content, and delivers formatted news articles organized by category. Helps professional"
0ec99064-8f29-46eb-b0c5-ab98b458109d,Stanford STORM Multi-Perspective Research,research,public,planned,done,,9af0115d-a37d-4f27-849e-c01dffa4c24a,,usecase,https://studio.lyzr.ai/lyzr-manager?blueprint=0ec99064-8f29-46eb-b0c5-ab98b458109d,https://linear.app/lyzr/issue/9af0115d-a37d-4f27-849e-c01dffa4c24a,mine,"Implements Stanford's STORM (Synthesis of Topic Outlines through Retrieval and Multi-perspective Question Asking) research methodology with specialized agents for perspective discovery, question gener"
7487cd07-41cc-46b9-90bf-a17d07a8f617,Regulatory Compliance Assessment System,Legal,public,planned,done,BP-059,db3040fe-49d8-418f-b423-ac5142dc0c61,,usecase,https://studio.lyzr.ai/lyzr-manager?blueprint=7487cd07-41cc-46b9-90bf-a17d07a8f617,https://linear.app/lyzr/issue/db3040fe-49d8-418f-b423-ac5142dc0c61,mine,"Multi-agent regulatory compliance assessment system for policies, processes, and documents

**Problem:** Organizations struggle to maintain compliance across evolving regulations, risking penalties an"
2930ae68-d2de-4064-a475-5ec73c8c2de3,Legal Contract Clause Analyzer,Legal,public,planned,done,BP-049,efa3bc0f-cf11-47c2-b7cb-01281af5cc22,,usecase,https://studio.lyzr.ai/lyzr-manager?blueprint=2930ae68-d2de-4064-a475-5ec73c8c2de3,https://linear.app/lyzr/issue/efa3bc0f-cf11-47c2-b7cb-01281af5cc22,mine,"Multi-agent contract analysis system for risk identification, clause extraction, and obligation tracking

**Problem:** Legal contracts contain complex language, hidden risks, and obligations scattered"
74e50992-e442-42eb-bf19-d0d6db9b88ce,Code Documentation Generator,tech,organization,planned,review,BP-064,948fccaf-733e-4bdc-ad32-d18d2698e1bf,week-6,usecase,https://studio.lyzr.ai/lyzr-manager?blueprint=74e50992-e442-42eb-bf19-d0d6db9b88ce,https://linear.app/lyzr/issue/948fccaf-733e-4bdc-ad32-d18d2698e1bf,mine,"Automatically generates comprehensive documentation for codebases including API references, architecture docs, README files, and inline comments."
cbcefd3e-580e-4b81-9e72-bef50bae5969,Customer Inquiry Channel Router,customer,organization,planned,review,BP-057,fec5c5c6-0bdd-4444-988a-8966857f8e45,week-6,usecase,https://studio.lyzr.ai/lyzr-manager?blueprint=cbcefd3e-580e-4b81-9e72-bef50bae5969,https://linear.app/lyzr/issue/fec5c5c6-0bdd-4444-988a-8966857f8e45,mine,"Intelligently routes customer inquiries across email, chat, voice, and social media channels based on content analysis, customer preferences, sentiment, and urgency."
e41b4b23-1c9c-4993-84ea-a2d6a4272512,Voice-Enabled Customer Support Bot,customer,organization,planned,review,BP-056,ca44b0a1-bfe7-44c6-ac34-5c3c22a8d3b7,week-6,usecase,https://studio.lyzr.ai/lyzr-manager?blueprint=e41b4b23-1c9c-4993-84ea-a2d6a4272512,https://linear.app/lyzr/issue/ca44b0a1-bfe7-44c6-ac34-5c3c22a8d3b7,mine,"Powers conversational customer support for voice channels with natural language understanding, knowledge retrieval, intelligent escalation, and voice-optimized responses."
7428a372-5a5b-4363-9d92-f6c45becb717,Sales Proposal Document Generator,sales,organization,planned,review,BP-047,4d9a2b8a-e0c1-47b8-9512-c39ee5968c4a,week-6,usecase,https://studio.lyzr.ai/lyzr-manager?blueprint=7428a372-5a5b-4363-9d92-f6c45becb717,https://linear.app/lyzr/issue/4d9a2b8a-e0c1-47b8-9512-c39ee5968c4a,mine,"Automates the creation of professional, customized sales proposals from CRM opportunity data by coordinating data analysis, value proposition development, pricing assembly, and document formatting."
79fbf060-357d-4669-ae45-61f44aff7a1b,Pull Request Code Review Assistant,tech,organization,planned,review,,a2d4e4aa-6514-4d27-b29e-8fc60b83d177,,usecase,https://studio.lyzr.ai/lyzr-manager?blueprint=79fbf060-357d-4669-ae45-61f44aff7a1b,https://linear.app/lyzr/issue/a2d4e4aa-6514-4d27-b29e-8fc60b83d177,mine,"Automates comprehensive code review for pull requests by analyzing security vulnerabilities, performance issues, code quality, and style consistency to provide actionable feedback."
140c52f2-7904-4ccd-a140-47f4dfeea6e4,IT Incident Response Coordinator,tech,organization,planned,review,,ef062766-ee21-4d58-81ae-d8adc55bcc73,,usecase,https://studio.lyzr.ai/lyzr-manager?blueprint=140c52f2-7904-4ccd-a140-47f4dfeea6e4,https://linear.app/lyzr/issue/ef062766-ee21-4d58-81ae-d8adc55bcc73,mine,"Coordinates IT incident response by classifying severity, analyzing root causes, and creating actionable remediation plans to minimize downtime and business impact."
35cb1cea-a658-457a-a4d3-e6674ee8b527,Tool-Augmented LLM (ReAct Pattern),tech,organization,planned,review,,c6807fa4-6e0e-4956-91ff-fe7ef34b8eaa,,usecase,https://studio.lyzr.ai/lyzr-manager?blueprint=35cb1cea-a658-457a-a4d3-e6674ee8b527,https://linear.app/lyzr/issue/c6807fa4-6e0e-4956-91ff-fe7ef34b8eaa,mine,"Demonstrates the ReAct (Reasoning + Acting) pattern from AI research, showing how LLMs can solve complex problems through iterative thought, action, and observation cycles with dynamic tool selection."
cc1c4141-7bf9-4284-819e-7022a22b0736,Target Account Campaign Coordinator,sales,organization,planned,review,,6153756d-87ab-46b2-b2b9-0fe8a6a9a43a,,usecase,https://studio.lyzr.ai/lyzr-manager?blueprint=cc1c4141-7bf9-4284-819e-7022a22b0736,https://linear.app/lyzr/issue/6153756d-87ab-46b2-b2b9-0fe8a6a9a43a,mine,"Orchestrates personalized ABM campaigns for high-value accounts by coordinating account intelligence gathering, multi-channel content creation, and engagement tracking to drive account progression."
cd7031b7-2322-41a8-92f0-da41141d872a,Real-Time Support Agent Assistant,customer,organization,planned,review,,92998335-1faa-4a10-b113-bd98b3d360e5,,usecase,https://studio.lyzr.ai/lyzr-manager?blueprint=cd7031b7-2322-41a8-92f0-da41141d872a,https://linear.app/lyzr/issue/92998335-1faa-4a10-b113-bd98b3d360e5,mine,"Provides live customer service agents with instant assistance including relevant knowledge base articles, response suggestions, and sentiment analysis to improve resolution speed and customer satisfac"
b1bc65df-c28a-4317-8125-13bdf3574ac6,Support Ticket Escalation Router,customer,organization,planned,review,,7749e813-8ace-45d6-93f1-d14eca919ef0,,usecase,https://studio.lyzr.ai/lyzr-manager?blueprint=b1bc65df-c28a-4317-8125-13bdf3574ac6,https://linear.app/lyzr/issue/7749e813-8ace-45d6-93f1-d14eca919ef0,mine,"Analyzes support tickets for complexity and urgency, routes to appropriate tier (L1 self-service, L2 agent, L3 specialist, or human escalation), and prepares comprehensive handoff context for human es"
1d6dd179-2aeb-43fd-bd0c-40fc2d6c7b1b,Reflexion Self-Improving Agent,tech,organization,planned,review,,86aebb0d-232a-4a95-928c-6c621beeb890,,usecase,https://studio.lyzr.ai/lyzr-manager?blueprint=1d6dd179-2aeb-43fd-bd0c-40fc2d6c7b1b,https://linear.app/lyzr/issue/86aebb0d-232a-4a95-928c-6c621beeb890,mine,"Multi-agent system demonstrating self-improvement through iterative solution generation, critique, and reflection. Implements the Reflexion pattern showing how LLMs can bootstrap capabilities through "
d2cca1a6-5729-48cf-bf57-ddc5ab5f4f1f,Multi-Platform Social Post Creator,marketing,organization,planned,review,,cca999fb-d5ef-4efb-8e2f-defe5def3f8c,,usecase,https://studio.lyzr.ai/lyzr-manager?blueprint=d2cca1a6-5729-48cf-bf57-ddc5ab5f4f1f,https://linear.app/lyzr/issue/cca999fb-d5ef-4efb-8e2f-defe5def3f8c,mine,"Transforms any marketing message into platform-optimized social media content across LinkedIn, Twitter/X, Instagram, and Facebook. Maintains brand consistency while maximizing each platform's unique e"
d686f995-b5df-4f76-b971-7303697b1bae,Email Campaign Performance Analyzer,marketing,organization,planned,review,,53878d66-e95f-48af-932e-2fc7757d3cc1,,usecase,https://studio.lyzr.ai/lyzr-manager?blueprint=d686f995-b5df-4f76-b971-7303697b1bae,https://linear.app/lyzr/issue/53878d66-e95f-48af-932e-2fc7757d3cc1,mine,"Analyzes email marketing campaign metrics including open rates, click rates, conversions, A/B test results, and send time patterns to deliver actionable optimization recommendations for improving camp"
b89c21ba-cede-4679-9207-387a50acf954,Product Review Sentiment Analyzer,data,organization,planned,review,,bd56fd7a-4432-4c08-b3b0-024bdf6dc7e6,,usecase,https://studio.lyzr.ai/lyzr-manager?blueprint=b89c21ba-cede-4679-9207-387a50acf954,https://linear.app/lyzr/issue/bd56fd7a-4432-4c08-b3b0-024bdf6dc7e6,mine,"Multi-agent sentiment analysis system that processes product reviews to provide overall sentiment classification, aspect-based insights, trend detection, and actionable recommendations for product imp"
4e1282f7-852f-4dee-be9a-6ed6c7e992b7,MetaGPT Software Development Team,tech,organization,planned,review,,23a1e715-a377-4e4e-bb93-7f9c5e0b7797,,usecase,https://studio.lyzr.ai/lyzr-manager?blueprint=4e1282f7-852f-4dee-be9a-6ed6c7e992b7,https://linear.app/lyzr/issue/23a1e715-a377-4e4e-bb93-7f9c5e0b7797,mine,"Multi-agent software development team simulation inspired by MetaGPT. Coordinates Product Manager, Architect, Developer, and QA Engineer agents to transform requirements into tested code through a str"
20bce885-1614-4e6f-8afd-20525c399d3e,Blog Article Draft Generator,marketing,organization,planned,review,,d5e0384b-e89f-4f4f-a7cd-42f289836bb3,,usecase,https://studio.lyzr.ai/lyzr-manager?blueprint=20bce885-1614-4e6f-8afd-20525c399d3e,https://linear.app/lyzr/issue/d5e0384b-e89f-4f4f-a7cd-42f289836bb3,mine,"Marketing content creation system that transforms topic ideas into well-structured blog article drafts. Produces SEO-optimized content with compelling headlines, clear structure, and actionable conclu"
3cc6899a-f3f1-4a6e-b6cc-56514e3cc978,IT Candidate Resume Screener,people,organization,planned,review,,403a4fb0-ffc0-4162-9301-e359e9da334e,,usecase,https://studio.lyzr.ai/lyzr-manager?blueprint=3cc6899a-f3f1-4a6e-b6cc-56514e3cc978,https://linear.app/lyzr/issue/403a4fb0-ffc0-4162-9301-e359e9da334e,mine,"Automated resume screening for IT and technical positions. Extracts candidate information, categorizes technical skills, evaluates experience depth, and provides scored assessments with hiring recomme"
b2549a85-5cac-4266-b01b-0f7b3a1b43f9,SDR Cold Outreach Email Writer,sales-marketing,organization,planned,review,,22333c32-3d1a-46c7-91d9-beb0266318e6,,usecase,https://studio.lyzr.ai/lyzr-manager?blueprint=b2549a85-5cac-4266-b01b-0f7b3a1b43f9,https://linear.app/lyzr/issue/22333c32-3d1a-46c7-91d9-beb0266318e6,mine,"Personalized sales outreach email generator. Transforms prospect information into compelling, human-sounding cold emails with relevant hooks, value propositions, and clear calls-to-action."
8fce9177-4fe7-4181-86fe-46f147487836,B2B SaaS Lead Scorer,sales-marketing,organization,planned,review,,2d36aa33-db43-466e-b833-1ab6a47432f1,,usecase,https://studio.lyzr.ai/lyzr-manager?blueprint=8fce9177-4fe7-4181-86fe-46f147487836,https://linear.app/lyzr/issue/2d36aa33-db43-466e-b833-1ab6a47432f1,mine,"Scores inbound leads against B2B SaaS ICP criteria (company fit, role fit, budget, timeline, engagement) and provides quantified score with qualification status and recommended next steps."
8c08c208-3f6a-48a6-a3ca-d68c02b28b5f,URL Powered FAQ Assistant,customer-service,organization,planned,review,,131af90e-613f-4af0-9f1f-cb1402311692,,usecase,https://studio.lyzr.ai/lyzr-manager?blueprint=8c08c208-3f6a-48a6-a3ca-d68c02b28b5f,https://linear.app/lyzr/issue/131af90e-613f-4af0-9f1f-cb1402311692,mine,FAQ chatbot with knowledge embedded from a URL. Analyzes question intent and complexity to provide appropriately detailed responses. Works out of the box with sample content - just replace the URL con
8fa3b79b-18cd-405c-9c28-f5b71a75bf8c,Support Ticket Classifier and Router,customer-service,organization,planned,review,,6d25116a-8c60-4541-9369-20a666bb9aa2,,usecase,https://studio.lyzr.ai/lyzr-manager?blueprint=8fa3b79b-18cd-405c-9c28-f5b71a75bf8c,https://linear.app/lyzr/issue/6d25116a-8c60-4541-9369-20a666bb9aa2,mine,"AI-powered support ticket triage system that automatically classifies incoming tickets by category, assesses priority levels, and routes them to the appropriate support team. Enables faster response t"
6d6049f2-5006-4354-8ad4-6c9d65c6e3b4,FinTech Lab Alumni LinkedIn Writer,marketing,public,adhoc,done,,,,usecase,https://studio.lyzr.ai/lyzr-manager?blueprint=6d6049f2-5006-4354-8ad4-6c9d65c6e3b4,,mine,A FinTech Alumni Writer Blueprint - Updated via SDK
52fd3e07-466e-4799-938a-0b44aae55eea,Blueprint Builder,tech,organization,adhoc,review,,,,usecase,https://studio.lyzr.ai/lyzr-manager?blueprint=52fd3e07-466e-4799-938a-0b44aae55eea,,mine,"An intelligent assistant that guides users through creating high-quality
Lyzr blueprints. Uses specialized agents for architecture design, agent
specification crafting, and validation to ensure produc"
fffe1f73-b211-460c-87bf-70d085c6beff,Logistics Blueprint-aje6,general,private,adhoc,in_progress,,,,usecase,https://studio.lyzr.ai/lyzr-manager?blueprint=fffe1f73-b211-460c-87bf-70d085c6beff,,mine,"Oversees the movement of goods from one place to another, ensuring timely and cost-effective shipping by coordinating with specialized workers for supply chain optimization."
3eae99bb-e9b4-46a3-84d0-6353db0bf9f3,Product Blueprint-buuf,general,private,adhoc,in_progress,,,,usecase,https://studio.lyzr.ai/lyzr-manager?blueprint=3eae99bb-e9b4-46a3-84d0-6353db0bf9f3,,mine,"Oversees cross-functional product development workflows, ensuring all teams are aligned and working towards common goals by coordinating with specialists for feedback and integration."
,Chain of Verification (CoVe),,,backlog,backlog,BP-111,dec1e1c7-5fc3-4583-8da2-109d54cbea14,,usecase,,https://linear.app/lyzr/issue/dec1e1c7-5fc3-4583-8da2-109d54cbea14,mine,
,Claude Artifacts Multi-Output,,,backlog,backlog,BP-110,203851bb-a2b8-4150-9014-f54aa2806e79,,usecase,,https://linear.app/lyzr/issue/203851bb-a2b8-4150-9014-f54aa2806e79,mine,
,API Documentation Generator,,,backlog,backlog,BP-109,8c4745a0-c70f-4faa-95fd-6ab53d5863f2,,usecase,,https://linear.app/lyzr/issue/8c4745a0-c70f-4faa-95fd-6ab53d5863f2,mine,
,Privacy Policy Analyzer,,,backlog,backlog,BP-108,227706d9-843a-460b-8c76-0ae6672189ec,,usecase,,https://linear.app/lyzr/issue/227706d9-843a-460b-8c76-0ae6672189ec,mine,
,Invoice Data Extractor,,,backlog,backlog,BP-107,83222b75-1c59-4550-a6a2-4ee22184f6a6,,usecase,,https://linear.app/lyzr/issue/83222b75-1c59-4550-a6a2-4ee22184f6a6,mine,
,Expense Report Processor,,,backlog,backlog,BP-106,8c158ed9-711b-4f52-815c-ce1655f10173,,usecase,,https://linear.app/lyzr/issue/8c158ed9-711b-4f52-815c-ce1655f10173,mine,
,Onboarding Journey Builder,,,backlog,backlog,BP-105,3570343f-659e-472d-83c7-c6ec20b92b87,,usecase,,https://linear.app/lyzr/issue/3570343f-659e-472d-83c7-c6ec20b92b87,mine,
,Customer Health Scorer,,,backlog,backlog,BP-104,008bc769-307c-4e5f-9ab3-2fa5752bdd07,,usecase,,https://linear.app/lyzr/issue/008bc769-307c-4e5f-9ab3-2fa5752bdd07,mine,
,Landing Page Copy Generator,,,backlog,backlog,BP-103,a3af05ba-b602-4ed2-9689-1cf357bc4c49,,usecase,,https://linear.app/lyzr/issue/a3af05ba-b602-4ed2-9689-1cf357bc4c49,mine,
,Influencer Research Agent,,,backlog,backlog,BP-102,90a14308-8ca2-495e-8132-e3c76286fe6f,,usecase,,https://linear.app/lyzr/issue/90a14308-8ca2-495e-8132-e3c76286fe6f,mine,
,SEO Content Optimizer,,,backlog,backlog,BP-101,d33d3327-5529-4917-b8de-f2d37ce7a60b,,usecase,,https://linear.app/lyzr/issue/d33d3327-5529-4917-b8de-f2d37ce7a60b,mine,
,Quote Configuration Assistant,,,backlog,backlog,BP-100,fbb06115-39f1-4ec4-86dc-7a65afa7402e,,usecase,,https://linear.app/lyzr/issue/fbb06115-39f1-4ec4-86dc-7a65afa7402e,mine,
,Competitive Battlecard Generator,,,backlog,backlog,BP-099,20bca833-7dc6-477b-9ada-768b97bc8127,,usecase,,https://linear.app/lyzr/issue/20bca833-7dc6-477b-9ada-768b97bc8127,mine,
,Deal Risk Analyzer,,,backlog,backlog,BP-098,bb2076f9-919f-4dde-a712-f635b4b09812,,usecase,,https://linear.app/lyzr/issue/bb2076f9-919f-4dde-a712-f635b4b09812,mine,
,Learning Path Recommender,,,backlog,backlog,BP-097,affd7f62-05e0-46fe-95e8-59e26e8a25e6,,usecase,,https://linear.app/lyzr/issue/affd7f62-05e0-46fe-95e8-59e26e8a25e6,mine,
,Performance Review Assistant,,,backlog,backlog,BP-096,d06be476-b674-4ee3-9b1b-e1f23b9d9426,,usecase,,https://linear.app/lyzr/issue/d06be476-b674-4ee3-9b1b-e1f23b9d9426,mine,
,Interview Question Generator,,,backlog,backlog,BP-095,19c2ab56-66b5-4e8e-831d-e347179f7d46,,usecase,,https://linear.app/lyzr/issue/19c2ab56-66b5-4e8e-831d-e347179f7d46,mine,
,A/B Test Results Analyzer,,,backlog,backlog,BP-094,ecd0093e-d844-4b9f-aac9-144f8592286b,,usecase,,https://linear.app/lyzr/issue/ecd0093e-d844-4b9f-aac9-144f8592286b,mine,
,Dashboard Insight Generator,,,backlog,backlog,BP-093,4702adc4-0162-404c-b126-e092e9072fee,,usecase,,https://linear.app/lyzr/issue/4702adc4-0162-404c-b126-e092e9072fee,mine,
,Data Quality Auditor,,,backlog,backlog,BP-092,92a5c917-9048-4bed-a3a6-5cbb1af3dd0b,,usecase,,https://linear.app/lyzr/issue/92a5c917-9048-4bed-a3a6-5cbb1af3dd0b,mine,
,Natural Language to SQL,,,backlog,backlog,BP-091,414fb2fc-dc9f-4516-85d9-ec973df1039f,,usecase,,https://linear.app/lyzr/issue/414fb2fc-dc9f-4516-85d9-ec973df1039f,mine,
,Competitive Intelligence Analyst,,,backlog,backlog,BP-090,9904c892-2bc6-44f0-b21b-2c2805469613,,usecase,,https://linear.app/lyzr/issue/9904c892-2bc6-44f0-b21b-2c2805469613,mine,
,User Feedback Synthesizer,,,backlog,backlog,BP-089,8b43a69a-20ff-4ee1-a8d8-6096ccd1b246,,usecase,,https://linear.app/lyzr/issue/8b43a69a-20ff-4ee1-a8d8-6096ccd1b246,mine,
,Feature Prioritization Assistant,,,backlog,backlog,BP-088,a4e2822b-a16d-485c-a3be-7795a5eb2a9a,,usecase,,https://linear.app/lyzr/issue/a4e2822b-a16d-485c-a3be-7795a5eb2a9a,mine,
